625,102,104,ハンバーガーショップ店長,IPD_04_01_003,芸術的,適性,74,2.473,0.138,2.203,2.743,0,0,2018,就業者(Webモニター)
626,102,104,ハンバーガーショップ店長,IPD_04_01_004,社会的,適性,74,4.473,0.100,4.276,4.670,0,0,2018,就業者(Webモニター)
627,102,104,ハンバーガーショップ店長,IPD_04_01_005,企業的,適性,74,3.608,0.123,3.367,3.849,0,0,2018,就業者(Webモニター)
628,102,104,ハンバーガーショップ店長,IPD_04_01_006,慣習的,適性,74,3.838,0.115,3.611,4.064,0,0,2018,就業者(Webモニター)
629,103,105,カフェ店員,IPD_04_01_001,現実的,適性,76,3.224,0.119,2.990,3.458,0,0,2018,就業者(Webモニター)
630,103,105,カフェ店員,IPD_04_01_002,研究的,適性,76,2.632,0.123,2.391,2.872,0,0,2018,就業者(Webモニター)
631,103,105,カフェ店員,IPD_04_01_003,芸術的,適性,76,3.000,0.126,2.754,3.246,0,0,2018,就業者(Webモニター)
632,103,105,カフェ店員,IPD_04_01_004,社会的,適性,76,4.224,0.116,3.996,4.452,0,0,2018,就業者(Webモニター)
633,103,105,カフェ店員,IPD_04_01_005,企業的,適性,76,2.934,0.125,2.690,3.179,0,0,2018,就業者(Webモニター)
634,103,105,カフェ店員,IPD_04_01_006,慣習的,適性,76,3.434,0.113,3.213,3.656,0,0,2018,就業者(Webモニター)
635,104,106,ソムリエ,IPD_04_01_001,現実的,適性,66,3.303,0.153,3.004,3.602,0,0,2018,就業者(Webモニター)
636,104,106,ソムリエ,IPD_04_01_002,研究的,適性,66,3.803,0.132,3.545,4.061,0,0,2018,就業者(Webモニター)
637,104,106,ソムリエ,IPD_04_01_003,芸術的,適性,66,3.515,0.155,3.212,3.818,0,0,2018,就業者(Webモニター)
638,104,106,ソムリエ,IPD_04_01_004,社会的,適性,66,4.182,0.149,3.889,4.475,0,0,2018,就業者(Webモニター)
639,104,106,ソムリエ,IPD_04_01_005,企業的,適性,66,3.424,0.150,3.131,3.718,0,0,2018,就業者(Webモニター)
640,104,106,ソムリエ,IPD_04_01_006,慣習的,適性,66,2.894,0.148,2.603,3.184,0,0,2018,就業者(Webモニター)
641,105,107,バーテンダー,IPD_04_01_001,現実的,適性,74,3.081,0.127,2.832,3.331,0,0,2018,就業者(Webモニター)
642,105,107,バーテンダー,IPD_04_01_002,研究的,適性,74,3.216,0.148,2.926,3.507,0,0,2018,就業者(Webモニター)
643,105,107,バーテンダー,IPD_04_01_003,芸術的,適性,74,3.378,0.136,3.112,3.644,0,0,2018,就業者(Webモニター)
644,105,107,バーテンダー,IPD_04_01_004,社会的,適性,74,4.149,0.118,3.917,4.380,0,0,2018,就業者(Webモニター)
645,105,107,バーテンダー,IPD_04_01_005,企業的,適性,74,3.122,0.120,2.886,3.357,0,0,2018,就業者(Webモニター)
646,105,107,バーテンダー,IPD_04_01_006,慣習的,適性,74,3.041,0.116,2.813,3.268,0,0,2018,就業者(Webモニター)
647,106,108,ラーメン調理人,IPD_04_01_001,現実的,適性,65,3.508,0.126,3.260,3.755,0,0,2018,就業者(Webモニター)
648,106,108,ラーメン調理人,IPD_04_01_002,研究的,適性,65,3.169,0.150,2.876,3.463,0,0,2018,就業者(Webモニター)
649,106,108,ラーメン調理人,IPD_04_01_003,芸術的,適性,65,2.892,0.146,2.607,3.178,0,0,2018,就業者(Webモニター)
650,106,108,ラーメン調理人,IPD_04_01_004,社会的,適性,65,3.862,0.138,3.590,4.133,0,0,2018,就業者(Webモニター)
651,106,108,ラーメン調理人,IPD_04_01_005,企業的,適性,65,3.215,0.143,2.935,3.496,0,0,2018,就業者(Webモニター)
652,106,108,ラーメン調理人,IPD_04_01_006,慣習的,適性,65,3.262,0.137,2.992,3.531,0,0,2018,就業者(Webモニター)
653,107,109,旅行会社カウンター係,IPD_04_01_001,現実的,適性,69,3.130,0.118,2.898,3.363,0,0,2018,就業者(Webモニター)
654,107,109,旅行会社カウンター係,IPD_04_01_002,研究的,適性,69,2.928,0.134,2.664,3.191,0,0,2018,就業者(Webモニター)
655,107,109,旅行会社カウンター係,IPD_04_01_003,芸術的,適性,69,2.826,0.129,2.574,3.079,0,0,2018,就業者(Webモニター)
656,107,109,旅行会社カウンター係,IPD_04_01_004,社会的,適性,69,3.870,0.135,3.604,4.135,0,0,2018,就業者(Webモニター)
657,107,109,旅行会社カウンター係,IPD_04_01_005,企業的,適性,69,3.478,0.121,3.240,3.716,0,0,2018,就業者(Webモニター)
658,107,109,旅行会社カウンター係,IPD_04_01_006,慣習的,適性,69,3.362,0.115,3.137,3.588,0,0,2018,就業者(Webモニター)
659,108,110,ツアーコンダクター,IPD_04_01_001,現実的,適性,72,2.819,0.143,2.539,3.100,0,0,2018,就業者(Webモニター)
660,108,110,ツアーコンダクター,IPD_04_01_002,研究的,適性,72,3.167,0.153,2.866,3.467,0,0,2018,就業者(Webモニター)
661,108,110,ツアーコンダクター,IPD_04_01_003,芸術的,適性,72,3.028,0.149,2.735,3.320,0,0,2018,就業者(Webモニター)
662,108,110,ツアーコンダクター,IPD_04_01_004,社会的,適性,72,4.292,0.123,4.051,4.532,0,0,2018,就業者(Webモニター)
663,108,110,ツアーコンダクター,IPD_04_01_005,企業的,適性,72,3.694,0.144,3.413,3.976,0,0,2018,就業者(Webモニター)
664,108,110,ツアーコンダクター,IPD_04_01_006,慣習的,適性,72,2.875,0.120,2.639,3.111,0,0,2018,就業者(Webモニター)
665,109,111,観光バスガイド,IPD_04_01_001,現実的,適性,34,3.147,0.243,2.671,3.623,0,0,2018,就業者(Webモニター)
666,109,111,観光バスガイド,IPD_04_01_002,研究的,適性,34,3.441,0.208,3.034,3.848,0,0,2018,就業者(Webモニター)
667,109,111,観光バスガイド,IPD_04_01_003,芸術的,適性,34,2.912,0.213,2.495,3.329,0,0,2018,就業者(Webモニター)
668,109,111,観光バスガイド,IPD_04_01_004,社会的,適性,34,3.971,0.241,3.499,4.442,0,0,2018,就業者(Webモニター)
669,109,111,観光バスガイド,IPD_04_01_005,企業的,適性,34,3.059,0.207,2.654,3.464,0,0,2018,就業者(Webモニター)
670,109,111,観光バスガイド,IPD_04_01_006,慣習的,適性,34,3.324,0.214,2.904,3.743,0,0,2018,就業者(Webモニター)
671,110,112,遊園地スタッフ,IPD_04_01_001,現実的,適性,58,3.259,0.136,2.992,3.525,0,0,2018,就業者(Webモニター)
672,110,112,遊園地スタッフ,IPD_04_01_002,研究的,適性,58,2.466,0.150,2.171,2.760,0,0,2018,就業者(Webモニター)
673,110,112,遊園地スタッフ,IPD_04_01_003,芸術的,適性,58,2.879,0.148,2.590,3.169,0,0,2018,就業者(Webモニター)
674,110,112,遊園地スタッフ,IPD_04_01_004,社会的,適性,58,4.103,0.141,3.828,4.379,0,0,2018,就業者(Webモニター)
675,110,112,遊園地スタッフ,IPD_04_01_005,企業的,適性,58,3.397,0.143,3.116,3.677,0,0,2018,就業者(Webモニター)
676,110,112,遊園地スタッフ,IPD_04_01_006,慣習的,適性,58,3.086,0.152,2.788,3.384,0,0,2018,就業者(Webモニター)
677,111,113,キャディ,IPD_04_01_001,現実的,適性,59,3.305,0.159,2.993,3.617,0,0,2018,就業者(Webモニター)
678,111,113,キャディ,IPD_04_01_002,研究的,適性,59,2.763,0.154,2.462,3.064,0,0,2018,就業者(Webモニター)
679,111,113,キャディ,IPD_04_01_003,芸術的,適性,59,2.475,0.155,2.170,2.779,0,0,2018,就業者(Webモニター)
680,111,113,キャディ,IPD_04_01_004,社会的,適性,59,4.288,0.116,4.061,4.516,0,0,2018,就業者(Webモニター)
681,111,113,キャディ,IPD_04_01_005,企業的,適性,59,2.627,0.145,2.343,2.911,0,0,2018,就業者(Webモニター)
682,111,113,キャディ,IPD_04_01_006,慣習的,適性,59,3.203,0.134,2.941,3.466,0,0,2018,就業者(Webモニター)
683,112,114,通訳ガイド,IPD_04_01_001,現実的,適性,67,2.836,0.148,2.545,3.126,0,0,2018,就業者(Webモニター)
684,112,114,通訳ガイド,IPD_04_01_002,研究的,適性,67,3.552,0.148,3.263,3.842,0,0,2018,就業者(Webモニター)
685,112,114,通訳ガイド,IPD_04_01_003,芸術的,適性,67,3.478,0.135,3.213,3.742,0,0,2018,就業者(Webモニター)
686,112,114,通訳ガイド,IPD_04_01_004,社会的,適性,67,4.269,0.116,4.042,4.495,0,0,2018,就業者(Webモニター)
687,112,114,通訳ガイド,IPD_04_01_005,企業的,適性,67,3.672,0.135,3.407,3.937,0,0,2018,就業者(Webモニター)
688,112,114,通訳ガイド,IPD_04_01_006,慣習的,適性,67,3.045,0.142,2.767,3.323,0,0,2018,就業者(Webモニター)
689,113,115,理容師,IPD_04_01_001,現実的,適性,73,3.575,0.115,3.349,3.801,0,0,2018,就業者(Webモニター)
690,113,115,理容師,IPD_04_01_002,研究的,適性,73,3.301,0.121,3.064,3.539,0,0,2018,就業者(Webモニター)
691,113,115,理容師,IPD_04_01_003,芸術的,適性,73,3.575,0.132,3.316,3.834,0,0,2018,就業者(Webモニター)
692,113,115,理容師,IPD_04_01_004,社会的,適性,73,3.890,0.116,3.662,4.118,0,0,2018,就業者(Webモニター)
693,113,115,理容師,IPD_04_01_005,企業的,適性,73,2.986,0.109,2.772,3.201,0,0,2018,就業者(Webモニター)
694,113,115,理容師,IPD_04_01_006,慣習的,適性,73,3.260,0.110,3.044,3.477,0,0,2018,就業者(Webモニター)
695,114,116,美容師,IPD_04_01_001,現実的,適性,71,3.521,0.147,3.233,3.810,0,0,2018,就業者(Webモニター)
696,114,116,美容師,IPD_04_01_002,研究的,適性,71,3.423,0.146,3.137,3.708,0,0,2018,就業者(Webモニター)
697,114,116,美容師,IPD_04_01_003,芸術的,適性,71,3.817,0.146,3.530,4.104,0,0,2018,就業者(Webモニター)
698,114,116,美容師,IPD_04_01_004,社会的,適性,71,3.915,0.147,3.627,4.204,0,0,2018,就業者(Webモニター)
699,114,116,美容師,IPD_04_01_005,企業的,適性,71,2.972,0.130,2.717,3.227,0,0,2018,就業者(Webモニター)
700,114,116,美容師,IPD_04_01_006,慣習的,適性,71,3.014,0.129,2.761,3.267,0,0,2018,就業者(Webモニター)
701,115,117,エステティシャン,IPD_04_01_001,現実的,適性,73,3.452,0.142,3.174,3.731,0,0,2018,就業者(Webモニター)
702,115,117,エステティシャン,IPD_04_01_002,研究的,適性,73,3.479,0.137,3.212,3.747,0,0,2018,就業者(Webモニター)
703,115,117,エステティシャン,IPD_04_01_003,芸術的,適性,73,2.849,0.146,2.564,3.135,0,0,2018,就業者(Webモニター)
704,115,117,エステティシャン,IPD_04_01_004,社会的,適性,73,4.493,0.083,4.330,4.656,0,0,2018,就業者(Webモニター)
705,115,117,エステティシャン,IPD_04_01_005,企業的,適性,73,3.315,0.131,3.059,3.571,0,0,2018,就業者(Webモニター)
706,115,117,エステティシャン,IPD_04_01_006,慣習的,適性,73,3.247,0.136,2.980,3.514,0,0,2018,就業者(Webモニター)
707,116,118,メイクアップアーティスト,IPD_04_01_001,現実的,適性,68,3.294,0.143,3.013,3.575,1,0,2018,就業者(Webモニター)
708,116,118,メイクアップアーティスト,IPD_04_01_002,研究的,適性,68,3.250,0.149,2.958,3.542,1,0,2018,就業者(Webモニター)
709,116,118,メイクアップアーティスト,IPD_04_01_003,芸術的,適性,68,4.221,0.132,3.961,4.480,1,0,2018,就業者(Webモニター)
710,116,118,メイクアップアーティスト,IPD_04_01_004,社会的,適性,68,4.279,0.126,4.032,4.527,1,0,2018,就業者(Webモニター)
711,116,118,メイクアップアーティスト,IPD_04_01_005,企業的,適性,68,3.015,0.108,2.803,3.226,1,0,2018,就業者(Webモニター)
712,116,118,メイクアップアーティスト,IPD_04_01_006,慣習的,適性,68,2.426,0.106,2.219,2.634,1,0,2018,就業者(Webモニター)
713,117,119,クリーニング師,IPD_04_01_001,現実的,適性,69,3.710,0.136,3.444,3.976,0,0,2018,就業者(Webモニター)
714,117,119,クリーニング師,IPD_04_01_002,研究的,適性,69,3.188,0.136,2.922,3.455,0,0,2018,就業者(Webモニター)
715,117,119,クリーニング師,IPD_04_01_003,芸術的,適性,69,2.652,0.158,2.342,2.963,0,0,2018,就業者(Webモニター)
716,117,119,クリーニング師,IPD_04_01_004,社会的,適性,69,3.478,0.132,3.220,3.736,0,0,2018,就業者(Webモニター)
717,117,119,クリーニング師,IPD_04_01_005,企業的,適性,69,2.783,0.141,2.506,3.060,0,0,2018,就業者(Webモニター)
718,117,119,クリーニング師,IPD_04_01_006,慣習的,適性,69,3.710,0.131,3.454,3.966,0,0,2018,就業者(Webモニター)
719,118,120,スポーツインストラクター,IPD_04_01_001,現実的,適性,78,3.462,0.142,3.183,3.740,0,0,2018,就業者(Webモニター)
720,118,120,スポーツインストラクター,IPD_04_01_002,研究的,適性,78,3.244,0.136,2.978,3.509,0,0,2018,就業者(Webモニター)
721,118,120,スポーツインストラクター,IPD_04_01_003,芸術的,適性,78,3.090,0.137,2.822,3.358,0,0,2018,就業者(Webモニター)
722,118,120,スポーツインストラクター,IPD_04_01_004,社会的,適性,78,3.974,0.135,3.709,4.240,0,0,2018,就業者(Webモニター)
723,118,120,スポーツインストラクター,IPD_04_01_005,企業的,適性,78,3.449,0.126,3.202,3.696,0,0,2018,就業者(Webモニター)
724,118,120,スポーツインストラクター,IPD_04_01_006,慣習的,適性,78,3.141,0.133,2.881,3.401,0,0,2018,就業者(Webモニター)
725,119,121,自動車教習指導員,IPD_04_01_001,現実的,適性,70,3.529,0.138,3.259,3.798,0,0,2018,就業者(Webモニター)
726,119,121,自動車教習指導員,IPD_04_01_002,研究的,適性,70,3.500,0.135,3.236,3.764,0,0,2018,就業者(Webモニター)
727,119,121,自動車教習指導員,IPD_04_01_003,芸術的,適性,70,2.443,0.121,2.205,2.681,0,0,2018,就業者(Webモニター)
728,119,121,自動車教習指導員,IPD_04_01_004,社会的,適性,70,4.100,0.124,3.857,4.343,0,0,2018,就業者(Webモニター)
729,119,121,自動車教習指導員,IPD_04_01_005,企業的,適性,70,3.243,0.126,2.996,3.490,0,0,2018,就業者(Webモニター)
730,119,121,自動車教習指導員,IPD_04_01_006,慣習的,適性,70,3.786,0.120,3.550,4.021,0,0,2018,就業者(Webモニター)
731,120,122,音楽教室講師,IPD_04_01_001,現実的,適性,75,3.293,0.131,3.036,3.551,0,0,2018,就業者(Webモニター)
732,120,122,音楽教室講師,IPD_04_01_002,研究的,適性,75,3.733,0.133,3.472,3.995,0,0,2018,就業者(Webモニター)
733,120,122,音楽教室講師,IPD_04_01_003,芸術的,適性,75,4.453,0.116,4.226,4.681,0,0,2018,就業者(Webモニター)
734,120,122,音楽教室講師,IPD_04_01_004,社会的,適性,75,4.067,0.118,3.836,4.297,0,0,2018,就業者(Webモニター)
735,120,122,音楽教室講師,IPD_04_01_005,企業的,適性,75,3.333,0.106,3.125,3.542,0,0,2018,就業者(Webモニター)
736,120,122,音楽教室講師,IPD_04_01_006,慣習的,適性,75,3.213,0.120,2.977,3.450,0,0,2018,就業者(Webモニター)
737,121,123,ビデオレンタル店店員,IPD_04_01_001,現実的,適性,74,3.135,0.121,2.899,3.372,0,0,2018,就業者(Webモニター)
738,121,123,ビデオレンタル店店員,IPD_04_01_002,研究的,適性,74,2.635,0.113,2.413,2.857,0,0,2018,就業者(Webモニター)
739,121,123,ビデオレンタル店店員,IPD_04_01_003,芸術的,適性,74,2.946,0.135,2.682,3.210,0,0,2018,就業者(Webモニター)
740,121,123,ビデオレンタル店店員,IPD_04_01_004,社会的,適性,74,3.743,0.137,3.474,4.013,0,0,2018,就業者(Webモニター)
741,121,123,ビデオレンタル店店員,IPD_04_01_005,企業的,適性,74,2.716,0.116,2.488,2.944,0,0,2018,就業者(Webモニター)
742,121,123,ビデオレンタル店店員,IPD_04_01_006,慣習的,適性,74,3.432,0.122,3.194,3.671,0,0,2018,就業者(Webモニター)
743,122,124,レンタカー店舗スタッフ,IPD_04_01_001,現実的,適性,75,3.267,0.129,3.013,3.520,0,0,2018,就業者(Webモニター)
744,122,124,レンタカー店舗スタッフ,IPD_04_01_002,研究的,適性,75,2.653,0.151,2.357,2.950,0,0,2018,就業者(Webモニター)
745,122,124,レンタカー店舗スタッフ,IPD_04_01_003,芸術的,適性,75,2.480,0.144,2.198,2.762,0,0,2018,就業者(Webモニター)
746,122,124,レンタカー店舗スタッフ,IPD_04_01_004,社会的,適性,75,3.720,0.143,3.440,4.000,0,0,2018,就業者(Webモニター)
747,122,124,レンタカー店舗スタッフ,IPD_04_01_005,企業的,適性,75,3.227,0.151,2.930,3.523,0,0,2018,就業者(Webモニター)
748,122,124,レンタカー店舗スタッフ,IPD_04_01_006,慣習的,適性,75,3.200,0.120,2.965,3.435,0,0,2018,就業者(Webモニター)
749,123,125,ブライダルコーディネーター,IPD_04_01_001,現実的,適性,64,2.656,0.139,2.383,2.930,0,0,2019,就業者(Webモニター)
750,123,125,ブライダルコーディネーター,IPD_04_01_002,研究的,適性,64,2.344,0.130,2.088,2.599,0,0,2019,就業者(Webモニター)
751,123,125,ブライダルコーディネーター,IPD_04_01_003,芸術的,適性,64,2.844,0.167,2.516,3.171,0,0,2019,就業者(Webモニター)
752,123,125,ブライダルコーディネーター,IPD_04_01_004,社会的,適性,64,3.469,0.208,3.062,3.876,0,0,2019,就業者(Webモニター)
753,123,125,ブライダルコーディネーター,IPD_04_01_005,企業的,適性,64,3.297,0.179,2.946,3.648,0,0,2019,就業者(Webモニター)
754,123,125,ブライダルコーディネーター,IPD_04_01_006,慣習的,適性,64,2.719,0.140,2.445,2.993,0,0,2019,就業者(Webモニター)
755,124,126,家政婦（夫）,IPD_04_01_001,現実的,適性,76,3.158,0.145,2.873,3.442,0,0,2018,就業者(Webモニター)
756,124,126,家政婦（夫）,IPD_04_01_002,研究的,適性,76,2.474,0.134,2.210,2.737,0,0,2018,就業者(Webモニター)
757,124,126,家政婦（夫）,IPD_04_01_003,芸術的,適性,76,2.382,0.141,2.104,2.659,0,0,2018,就業者(Webモニター)
758,124,126,家政婦（夫）,IPD_04_01_004,社会的,適性,76,4.171,0.118,3.941,4.401,0,0,2018,就業者(Webモニター)
759,124,126,家政婦（夫）,IPD_04_01_005,企業的,適性,76,2.461,0.130,2.205,2.716,0,0,2018,就業者(Webモニター)
760,124,126,家政婦（夫）,IPD_04_01_006,慣習的,適性,76,3.671,0.153,3.372,3.970,0,0,2018,就業者(Webモニター)
761,125,127,ピアノ調律師,IPD_04_01_001,現実的,適性,47,3.830,0.170,3.496,4.163,0,0,2018,就業者(Webモニター)
762,125,127,ピアノ調律師,IPD_04_01_002,研究的,適性,47,3.851,0.161,3.536,4.166,0,0,2018,就業者(Webモニター)
763,125,127,ピアノ調律師,IPD_04_01_003,芸術的,適性,47,3.596,0.182,3.240,3.952,0,0,2018,就業者(Webモニター)
764,125,127,ピアノ調律師,IPD_04_01_004,社会的,適性,47,3.596,0.151,3.300,3.892,0,0,2018,就業者(Webモニター)
765,125,127,ピアノ調律師,IPD_04_01_005,企業的,適性,47,2.936,0.159,2.624,3.248,0,0,2018,就業者(Webモニター)
766,125,127,ピアノ調律師,IPD_04_01_006,慣習的,適性,47,3.191,0.168,2.862,3.521,0,0,2018,就業者(Webモニター)
767,126,128,ネイリスト,IPD_04_01_001,現実的,適性,77,3.844,0.106,3.636,4.053,0,0,2018,就業者(Webモニター)
768,126,128,ネイリスト,IPD_04_01_002,研究的,適性,77,3.727,0.121,3.491,3.964,0,0,2018,就業者(Webモニター)
769,126,128,ネイリスト,IPD_04_01_003,芸術的,適性,77,4.455,0.102,4.254,4.655,0,0,2018,就業者(Webモニター)
770,126,128,ネイリスト,IPD_04_01_004,社会的,適性,77,4.312,0.114,4.088,4.536,0,0,2018,就業者(Webモニター)
771,126,128,ネイリスト,IPD_04_01_005,企業的,適性,77,3.208,0.111,2.989,3.426,0,0,2018,就業者(Webモニター)
772,126,128,ネイリスト,IPD_04_01_006,慣習的,適性,77,3.221,0.128,2.971,3.471,0,0,2018,就業者(Webモニター)
773,127,129,児童相談所相談員,IPD_04_01_001,現実的,適性,70,2.457,0.134,2.194,2.721,0,0,2018,就業者(Webモニター)
774,127,129,児童相談所相談員,IPD_04_01_002,研究的,適性,70,2.971,0.155,2.668,3.275,0,0,2018,就業者(Webモニター)
775,127,129,児童相談所相談員,IPD_04_01_003,芸術的,適性,70,2.543,0.125,2.298,2.788,0,0,2018,就業者(Webモニター)
776,127,129,児童相談所相談員,IPD_04_01_004,社会的,適性,70,3.971,0.144,3.689,4.253,0,0,2018,就業者(Webモニター)
777,127,129,児童相談所相談員,IPD_04_01_005,企業的,適性,70,3.171,0.124,2.929,3.414,0,0,2018,就業者(Webモニター)
778,127,129,児童相談所相談員,IPD_04_01_006,慣習的,適性,70,2.786,0.129,2.534,3.038,0,0,2018,就業者(Webモニター)
779,128,130,福祉事務所ケースワーカー,IPD_04_01_001,現実的,適性,65,2.723,0.146,2.436,3.010,0,0,2018,就業者(Webモニター)
780,128,130,福祉事務所ケースワーカー,IPD_04_01_002,研究的,適性,65,2.877,0.153,2.578,3.176,0,0,2018,就業者(Webモニター)
781,128,130,福祉事務所ケースワーカー,IPD_04_01_003,芸術的,適性,65,2.446,0.137,2.178,2.715,0,0,2018,就業者(Webモニター)
782,128,130,福祉事務所ケースワーカー,IPD_04_01_004,社会的,適性,65,4.200,0.106,3.993,4.407,0,0,2018,就業者(Webモニター)
783,128,130,福祉事務所ケースワーカー,IPD_04_01_005,企業的,適性,65,2.908,0.131,2.651,3.165,0,0,2018,就業者(Webモニター)
784,128,130,福祉事務所ケースワーカー,IPD_04_01_006,慣習的,適性,65,3.262,0.132,3.003,3.520,0,0,2018,就業者(Webモニター)
785,129,131,保育士,IPD_04_01_001,現実的,適性,78,2.949,0.129,2.696,3.201,0,0,2018,就業者(Webモニター)
786,129,131,保育士,IPD_04_01_002,研究的,適性,78,2.859,0.121,2.622,3.095,0,0,2018,就業者(Webモニター)
787,129,131,保育士,IPD_04_01_003,芸術的,適性,78,3.333,0.130,3.079,3.588,0,0,2018,就業者(Webモニター)
788,129,131,保育士,IPD_04_01_004,社会的,適性,78,4.154,0.128,3.903,4.404,0,0,2018,就業者(Webモニター)
789,129,131,保育士,IPD_04_01_005,企業的,適性,78,2.974,0.124,2.732,3.217,0,0,2018,就業者(Webモニター)
790,129,131,保育士,IPD_04_01_006,慣習的,適性,78,3.269,0.115,3.044,3.495,0,0,2018,就業者(Webモニター)
791,130,132,介護支援専門員/ケアマネジャー,IPD_04_01_001,現実的,適性,78,2.795,0.113,2.573,3.016,0,0,2018,就業者(Webモニター)
792,130,132,介護支援専門員/ケアマネジャー,IPD_04_01_002,研究的,適性,78,2.910,0.102,2.711,3.110,0,0,2018,就業者(Webモニター)
793,130,132,介護支援専門員/ケアマネジャー,IPD_04_01_003,芸術的,適性,78,2.577,0.115,2.352,2.802,0,0,2018,就業者(Webモニター)
794,130,132,介護支援専門員/ケアマネジャー,IPD_04_01_004,社会的,適性,78,3.974,0.128,3.724,4.225,0,0,2018,就業者(Webモニター)
795,130,132,介護支援専門員/ケアマネジャー,IPD_04_01_005,企業的,適性,78,3.192,0.102,2.993,3.392,0,0,2018,就業者(Webモニター)
796,130,132,介護支援専門員/ケアマネジャー,IPD_04_01_006,慣習的,適性,78,3.128,0.102,2.928,3.328,0,0,2018,就業者(Webモニター)
797,131,133,訪問介護員/ホームヘルパー,IPD_04_01_001,現実的,適性,67,2.761,0.146,2.475,3.047,0,0,2018,就業者(Webモニター)
798,131,133,訪問介護員/ホームヘルパー,IPD_04_01_002,研究的,適性,67,2.418,0.133,2.157,2.679,0,0,2018,就業者(Webモニター)
799,131,133,訪問介護員/ホームヘルパー,IPD_04_01_003,芸術的,適性,67,2.388,0.141,2.112,2.664,0,0,2018,就業者(Webモニター)
800,131,133,訪問介護員/ホームヘルパー,IPD_04_01_004,社会的,適性,67,4.119,0.112,3.901,4.338,0,0,2018,就業者(Webモニター)
801,131,133,訪問介護員/ホームヘルパー,IPD_04_01_005,企業的,適性,67,2.687,0.123,2.446,2.927,0,0,2018,就業者(Webモニター)
802,131,133,訪問介護員/ホームヘルパー,IPD_04_01_006,慣習的,適性,67,3.179,0.141,2.903,3.455,0,0,2018,就業者(Webモニター)
803,132,134,施設介護員,IPD_04_01_001,現実的,適性,70,2.757,0.143,2.477,3.038,0,0,2018,就業者(Webモニター)
804,132,134,施設介護員,IPD_04_01_002,研究的,適性,70,2.500,0.130,2.245,2.755,0,0,2018,就業者(Webモニター)
805,132,134,施設介護員,IPD_04_01_003,芸術的,適性,70,2.514,0.128,2.263,2.766,0,0,2018,就業者(Webモニター)
806,132,134,施設介護員,IPD_04_01_004,社会的,適性,70,3.871,0.139,3.598,4.145,0,0,2018,就業者(Webモニター)
807,132,134,施設介護員,IPD_04_01_005,企業的,適性,70,2.986,0.129,2.732,3.240,0,0,2018,就業者(Webモニター)
808,132,134,施設介護員,IPD_04_01_006,慣習的,適性,70,3.043,0.134,2.780,3.306,0,0,2018,就業者(Webモニター)
809,133,135,手話通訳者,IPD_04_01_001,現実的,適性,27,2.741,0.204,2.341,3.140,0,0,2018,就業者(Webモニター)
810,133,135,手話通訳者,IPD_04_01_002,研究的,適性,27,2.889,0.209,2.479,3.299,0,0,2018,就業者(Webモニター)
811,133,135,手話通訳者,IPD_04_01_003,芸術的,適性,27,2.852,0.198,2.465,3.239,0,0,2018,就業者(Webモニター)
812,133,135,手話通訳者,IPD_04_01_004,社会的,適性,27,3.852,0.260,3.343,4.361,0,0,2018,就業者(Webモニター)
813,133,135,手話通訳者,IPD_04_01_005,企業的,適性,27,3.333,0.177,2.986,3.680,0,0,2018,就業者(Webモニター)
814,133,135,手話通訳者,IPD_04_01_006,慣習的,適性,27,2.778,0.163,2.458,3.097,0,0,2018,就業者(Webモニター)
815,134,136,キャリアカウンセラー/キャリアコンサルタント,IPD_04_01_001,現実的,適性,70,2.443,0.142,2.165,2.721,0,0,2018,就業者(Webモニター)
816,134,136,キャリアカウンセラー/キャリアコンサルタント,IPD_04_01_002,研究的,適性,70,3.029,0.142,2.749,3.308,0,0,2018,就業者(Webモニター)
817,134,136,キャリアカウンセラー/キャリアコンサルタント,IPD_04_01_003,芸術的,適性,70,2.386,0.106,2.177,2.594,0,0,2018,就業者(Webモニター)
818,134,136,キャリアカウンセラー/キャリアコンサルタント,IPD_04_01_004,社会的,適性,70,4.457,0.099,4.263,4.651,0,0,2018,就業者(Webモニター)
819,134,136,キャリアカウンセラー/キャリアコンサルタント,IPD_04_01_005,企業的,適性,70,3.557,0.116,3.329,3.785,0,0,2018,就業者(Webモニター)
820,134,136,キャリアカウンセラー/キャリアコンサルタント,IPD_04_01_006,慣習的,適性,70,2.757,0.129,2.504,3.011,0,0,2018,就業者(Webモニター)
821,135,137,福祉用具専門相談員,IPD_04_01_001,現実的,適性,70,3.543,0.122,3.305,3.781,0,0,2018,就業者(Webモニター)
822,135,137,福祉用具専門相談員,IPD_04_01_002,研究的,適性,70,3.014,0.139,2.742,3.286,0,0,2018,就業者(Webモニター)
823,135,137,福祉用具専門相談員,IPD_04_01_003,芸術的,適性,70,2.443,0.148,2.153,2.732,0,0,2018,就業者(Webモニター)
824,135,137,福祉用具専門相談員,IPD_04_01_004,社会的,適性,70,3.943,0.136,3.676,4.210,0,0,2018,就業者(Webモニター)
825,135,137,福祉用具専門相談員,IPD_04_01_005,企業的,適性,70,3.214,0.113,2.993,3.436,0,0,2018,就業者(Webモニター)
826,135,137,福祉用具専門相談員,IPD_04_01_006,慣習的,適性,70,3.300,0.106,3.091,3.509,0,0,2018,就業者(Webモニター)
827,136,138,国家公務員（行政事務）,IPD_04_01_001,現実的,適性,58,3.069,0.163,2.750,3.388,0,0,2018,就業者(Webモニター)
